residence	sex	username	user_id	address	birthdate	race	job	name	current_location	mail
	F	eckhardt58	1960	"Antonie-Bolnbach-Allee 1/7
28283 Amberg"	1919-08-15	unspecified	Forstwirt	Univ.Prof. Cynthia Henk	(Decimal('-43.7231215'), Decimal('153.574379'))	agathe76@gmx.de
"Fazenda Nathan Costela, 59
Vila Santo Antônio Barroquinha
62918672 Farias de Nunes / MT"		sophie15	1560	"Favela Carlos Eduardo Gonçalves, 554
Bandeirantes
04015493 Rocha de Costa / TO"		asian		Diego Araújo	(Decimal('76.726425'), Decimal('119.288805'))	nicole17@uol.com.br
"Severní X 294
319 12 Hradec Králové"	F	xkrizova	671	"Branišovská 91
681 70 Konice"	1932-06-10			Květa Pospíšilová	(Decimal('-8.6535215'), Decimal('-51.561139'))	hanablahova@email.cz
		richardsoelzer	407	"Sarah-Bohlander-Gasse 08
84179 Schleiz"		white		Jana Löchel MBA.	(Decimal('34.5356985'), Decimal('-60.979976'))	blochgunter@yahoo.de
		hilde19	25	"Gino-Kruschwitz-Gasse 9/1
41595 Wesel"	1949-02-08			Prof. Hartmut Hettner B.Eng.	(Decimal('-76.730031'), Decimal('39.052698'))	klaus-dhaenel@aol.de
"Estação de da Cunha, 92
Conjunto Providencia
13591960 Fogaça do Norte / ES"	M	nunesjoao-miguel	146	"Sítio de da Cunha, 38
Pindura Saia
39589862 Pinto / RJ"	1969-03-29		Instalador de painéis	Lucca Costa	(Decimal('-28.227928'), Decimal('-95.066345'))	piresdiogo@gmail.com
		satomi07	1138	福岡県長生郡睦沢町松浦町23丁目10番5号		unspecified	映画監督	佐藤 健一	(Decimal('-57.0776015'), Decimal('142.776422'))	ftakahashi@gmail.com
	M	hbailey	2302	"28049 Katie Shore Apt. 613
Parksstad, TX 85497"	2005-04-30	unspecified	Make	Dr. David Aguilar	(Decimal('-47.0530605'), Decimal('-155.952376'))	thomas62@yahoo.com
		zcastro	30	"Ladeira Pedro Henrique da Rosa, 3
Vila Vista Alegre
24556-235 Costela / RS"			Jangadeiro	Nina Carvalho	(Decimal('10.208538'), Decimal('107.601982'))	sarahpeixoto@gmail.com
	M	maaya26	1712			white		村上 洋介	(Decimal('58.162750'), Decimal('-161.165033'))	satomi98@yahoo.com
	M	qgomes	1619	"Recanto Oliveira, 89
Jardim Dos Comerciarios
89862-050 da Paz dos Dourados / GO"	1957-09-22		Feirante	Sr. Luiz Gustavo Silveira	(Decimal('-16.3051875'), Decimal('124.502113'))	raul44@ig.com.br
		braundwayne	1487	"808 Douglas Inlet
New Robertshire, MA 61770"				Melinda Howell	(Decimal('-78.6549815'), Decimal('166.416193'))	afields@gmail.com
	M	ajelinkova	830				Prison officer	Zdeněk Zeman	(Decimal('-57.3095705'), Decimal('-168.147239'))	michalmaly@post.cz
	F	jdolezal	2508	"Štěchovická 287
455 74 Valašské Klobouky"	1914-02-08	asian	Housing manager/officer	Pavla Pospíšilová	(Decimal('-75.605844'), Decimal('-138.900931'))	jaroslavhorak@post.cz
"2838 Floyd Turnpike
Kington, NJ 55625"		scunningham	720	"USCGC Rowland
FPO AA 43153"			Theatre director	Ryan Leon	(Decimal('24.290629'), Decimal('-8.447202'))	kellytaylor@hotmail.com
	M	sybillamaelzer	1650	"Fadime-Ruppersberger-Weg 10
20421 Leipziger Land"	1966-07-20		Ausbaufacharbeiter	Anatoli Sölzer	(Decimal('-34.8048145'), Decimal('148.258682'))	preising@web.de
		nsato	1607	長野県三宅島三宅村高輪36丁目7番5号 高田馬場シティ744		white		伊藤 陽子	(Decimal('64.502950'), Decimal('-29.905347'))	nakamurataichi@gmail.com
"Kozácká 6
163 70 Seč"		radka76	1816	"Poleradská 24
362 65 Plánice"	1985-08-03	white		Iva Fialová	(Decimal('-4.2341895'), Decimal('-90.158356'))	vlckovalucie@chello.cz
"Strada Morena, 8
10014, Rodallo (TO)"	M	fallaciamico	2120				Producer, radio	Giuseppe Pisacane-Soprano	(Decimal('-30.351340'), Decimal('-164.770943'))	ferdinando96@vodafone.it
福岡県利島村芝公園25丁目4番4号 土呂部シャルム311	M	yamadachiyo	2470		1923-10-04			鈴木 和也	(Decimal('-51.761117'), Decimal('-162.755648'))	akemi57@hotmail.com
	F	hiroshiyamada	2230	鹿児島県横浜市栄区芝大門11丁目25番9号 コーポ横林613		unspecified	歯科医師	清水 真綾	(Decimal('76.594175'), Decimal('-71.811169'))	kaori03@yahoo.com
"Za Pivovarem 89
308 91 Dobruška"	F	hbartosova	1861	"Nábřeží Kapitána Jaroše 46
214 08 Polička"	1935-11-24		Teacher, early years/pre	Michaela Blažková	(Decimal('-86.6012895'), Decimal('-73.737850'))	sedlackovakveta@volny.cz
"Stretto Legnante, 242 Piano 0
24125, Bergamo (BG)"	M	ceciliacassara	1998	"Canale Luca, 770
06122, Perugia (PG)"	1994-03-16	unspecified		Donato Palazzo	(Decimal('-6.3230435'), Decimal('-47.069062'))	cfischetti@yahoo.com
	M	sbompiani	324	"Stretto Raffaele, 55 Appartamento 97
98163, Messina (ME)"				Arnulfo Armani	(Decimal('44.707661'), Decimal('-88.580464'))	pierstorladi@vodafone.it
		ktakahashi	1184	香川県三宅島三宅村長畑39丁目18番5号 三筋クレスト368			営業	佐藤 春香	(Decimal('38.347448'), Decimal('128.061431'))	inouemanabu@hotmail.com
	F	mercatimarta	432		1918-04-28			Eliana Filippini-Baroffio	(Decimal('-66.6779465'), Decimal('-132.665683'))	qgaito@fastwebnet.it
		zemanpetr	1540	"Kodicilova 78
730 13 Bochov"			Information officer	Martin Čermák	(Decimal('86.5920115'), Decimal('-14.102729'))	krejcovaiveta@centrum.cz
"Wiekallee 95
51379 Düren"	M	hans-peter10	816				Informatiker	Karl-Otto Matthäi	(Decimal('47.999045'), Decimal('32.598419'))	hoelzenbechergreta@gmx.de
		clarklee	445				Conservator, museum/gallery	Evan Callahan	(Decimal('47.1667545'), Decimal('-141.868147'))	chelseaprice@hotmail.com
		nathancaldeira	151	"Esplanada Freitas, 523
Vista Do Sol
48382360 da Luz dos Dourados / PB"	1998-02-05	unspecified	Tenente	João Gabriel das Neves	(Decimal('-20.7066795'), Decimal('163.652421'))	joananascimento@yahoo.com.br
福井県東久留米市丹勢33丁目7番11号 ハイツ中川崎107		gsaito	2470	長崎県横浜市戸塚区土呂部12丁目21番5号	1956-05-11		音響技術者	渡辺 康弘	(Decimal('31.794076'), Decimal('60.421142'))	tabe@hotmail.com
"8942 Manuel Neck
Johnsonchester, DC 83412"	F	gail48	1190	"78338 Jacob Fork
South Craigville, TN 49429"			Insurance broker	Ashley Robbins	(Decimal('42.0513675'), Decimal('156.222650'))	richardmayo@yahoo.com
		eoliveira	853	"Jardim Melo, 679
Belvedere
71123-448 Rodrigues / RN"				Enzo Gabriel Ramos	(Decimal('15.093530'), Decimal('-115.541085'))	aragaohelena@yahoo.com.br
		joao-felipeviana	1571	"Ladeira Mendes, 922
Pantanal
34400105 Caldeira / CE"	1923-03-08	unspecified		André da Paz		diasdanilo@yahoo.com.br
"Favela Vitor Hugo Melo, 63
Ambrosina
10255835 Carvalho dos Dourados / RR"	F	gabrielfernandes	1312	"Trecho de Cardoso
Vila Independencia 2ª Seção
30611419 Campos / RJ"	1950-08-09			Isabelly da Conceição	(Decimal('-50.025402'), Decimal('-36.881077'))	da-conceicaosabrina@bol.com.br
		aparisi	1284		2006-08-21	white	Product manager	Elvira Lopresti	(Decimal('9.017923'), Decimal('53.093384'))	guglielmigiuliano@gmail.com
"Morro de Cardoso, 70
Santo Agostinho
04703-843 da Rosa do Campo / ES"	M	mouramelissa	108			unspecified	Médico	Vitor Sales	(Decimal('-68.363072'), Decimal('36.674112'))	luiz-otavio08@hotmail.com
"Nad Krocínkou 4
350 75 Dolní Poustevna"	M	msvoboda	1182	"Za Arielem 5
192 19 Mohelnice"	1987-08-03	white		Vladislav Doležal	(Decimal('20.895759'), Decimal('81.144870'))	ludmila57@gmail.com
		bertholdtaesche	11	"Heinzweg 11
80325 Borken"	1955-02-07	indian		Mesut Pölitz	(Decimal('71.150121'), Decimal('-165.221477'))	nseifert@yahoo.de
		da-matabryan	1950	"Travessa Peixoto, 45
Leonina
54890-205 Viana de Vieira / PR"	2001-02-26		Senador	Dr. Pedro Miguel Rocha	(Decimal('-72.7730085'), Decimal('99.717590'))	irodrigues@yahoo.com.br
	M	othompson	1518	"7759 Miller Mountain Suite 912
South Angela, GU 25325"			Dentist	Michael Rodriguez	(Decimal('79.5841835'), Decimal('119.117189'))	morganalicia@gmail.com
	M	santeagostinelli	1324	"Piazza Paride, 23 Piano 1
14042, Rocchetta Palafea (AT)"			Information systems manager	Dott. Girolamo Cusano	(Decimal('37.3910125'), Decimal('-13.590530'))	mozartsante@tele2.it
	M	bertonilorenzo	364	"Canale Ida, 65 Piano 8
88021, Roccelletta (CZ)"	1985-08-25		Merchant navy officer	Michele Nievo	(Decimal('-65.750236'), Decimal('-89.714982'))	istefanelli@yahoo.com
"Gunpfallee 9/6
32410 Strausberg"	F	bohnbachbianka	2485	"Rohlederplatz 697
83347 Einbeck"	1933-04-08	black		Alina Wirth B.Eng.	(Decimal('66.016162'), Decimal('78.191213'))	zeki94@yahoo.de
		freytina	1523	"619 Elizabeth Isle
Goodmanshire, AR 82718"	1908-08-19	white	Data processing manager	Kim Lee	(Decimal('-39.2242135'), Decimal('19.981936'))	tony89@hotmail.com
		augustobarbosa	2009	"Favela Leonardo Caldeira, 544
Flamengo
36445-559 Monteiro / RR"	1969-05-05	black	Fisioterapeuta	Paulo Correia	(Decimal('-62.810813'), Decimal('-61.715715'))	vporto@uol.com.br
"7393 Colleen Fords
West Keith, NH 56114"	F	ecole	500	"1386 Juan Locks Suite 055
Port Melissachester, WA 15535"	1909-05-16	asian		Denise Mays DDS	(Decimal('-42.001242'), Decimal('95.100163'))	ajimenez@yahoo.com
"Augustova 9
738 57 Terezín"		rostislavhorak	987	"Jindřicha Plachty 240
774 33 Karlovy Vary"			Museum education officer	Miluše Kučerová	(Decimal('35.7366235'), Decimal('-128.353609'))	psvobodova@chello.cz
		johannlidia	1975	"Margit-Adler-Platz 2
17261 Hettstedt"				Frau Carmine Söding	(Decimal('55.0942505'), Decimal('-87.142852'))	gbloch@aol.de
徳島県横浜市鶴見区雷門39丁目27番7号	M	yumikoyamaguchi	2502	兵庫県川崎市高津区太田ヶ谷1丁目20番14号 無栗屋コート593		indian		中島 直人	(Decimal('48.695832'), Decimal('35.633086'))	kenichi12@gmail.com
"Na Poustkách 27
573 27 Brumov-Bylnice"	F	soukupstefan	212	"Žofie Podlipské 393
650 49 Hodkovice nad Mohelkou"				Monika Veselá	(Decimal('40.324873'), Decimal('97.133405'))	vrihova@volny.cz
"Paťanka 884
432 04 Sezemice"	F	urbanbohumir	2425	"Na Srážku 4
507 47 Český Dub"				Šárka Křížová	(Decimal('-6.546284'), Decimal('179.754878'))	zanetacermakova@seznam.cz
富山県南房総市東大和町19丁目16番2号		syamazaki	1488	愛媛県安房郡鋸南町権現堂13丁目9番9号	1993-08-04			石川 直樹	(Decimal('87.065451'), Decimal('48.749183'))	yamaguchimikako@hotmail.com
		randers	1077	"Dietzstr. 899
95858 Osterburg"				Dipl.-Ing. Mato Sontag B.Sc.	(Decimal('-3.6566165'), Decimal('-146.761718'))	huebelnatalja@googlemail.com
	F	radovansedlacek	1186	"Kulhavého 86
382 25 Husinec"		black		Růžena Králová	(Decimal('-73.129427'), Decimal('90.833435'))	tadeas75@seznam.cz
	M	qhajek	1041		1978-06-21		Recruitment consultant	Miloš Kučera	(Decimal('24.103081'), Decimal('-152.838904'))	samuelsvoboda@centrum.cz
"Jihovýchodní I 33
394 83 Hradec Králové"	M	ypokorny	1845	"Mezilesní 1
537 50 Švihov"				Šimon Krejčí		gkrejci@chello.cz
"5283 Ashley Falls Suite 140
Lynnside, TX 52175"	F	jamesmartinez	1547	"41561 Williams Flat
Gomezton, MD 16237"		black	Public relations account executive	Jody Davis	(Decimal('84.5874635'), Decimal('179.378989'))	houstonkimberly@hotmail.com
	M	valerio31	1433	"Stretto Ronaldo, 6 Piano 0
51028, Campo Tizzoro (PT)"		unspecified		Sig. Giosuè Carfagna	(Decimal('-4.707142'), Decimal('-50.660861'))	patrizio81@gmail.com
		maria22	457	"Rua Marcos Vinicius Pereira, 8
Anchieta
66116-404 Freitas / RN"	1948-05-29			Levi Pereira	(Decimal('-60.1502175'), Decimal('-147.591244'))	thiago69@uol.com.br
	M	ojackson	1503	"843 Rivera Common
North Johnmouth, ND 66646"		black		Craig Hall	(Decimal('85.601739'), Decimal('-8.687270'))	efarmer@gmail.com
"Setor Rezende, 45
São João Batista
00893-061 Sales de Campos / AM"		smoraes	1355	"Feira de Aragão, 9
São Pedro
65773866 Vieira do Norte / PR"	2022-01-09	unspecified	Tintureiro	Stephany Martins	(Decimal('13.522470'), Decimal('-59.162278'))	wsouza@gmail.com
	F	yribeiro	2238	"Conjunto Rodrigues, 58
Serra
27266363 da Rocha / CE"				Alícia Gomes	(Decimal('-24.703835'), Decimal('22.445535'))	levida-cruz@yahoo.com.br
"Borgo Tornatore, 9
07012, Bonorva (SS)"		uzanichelli	1130	"Piazza Lidia, 26
32015, Puos D'Alpago (BL)"				Ludovica Mozart	(Decimal('3.818273'), Decimal('102.047876'))	carligian@live.com
	F	sotaro99	496	大分県山武郡芝山町箭坪3丁目16番16号 港南アーバン648	1923-04-21		絵本作家	坂本 幹	(Decimal('66.376805'), Decimal('6.991852'))	akemi52@hotmail.com
		moorebilly	2246	"6134 Tracy Mount
Lake Derrickchester, UT 26521"	2015-06-22			Alexandra Johnston	(Decimal('32.7029905'), Decimal('114.256015'))	donnaferrell@hotmail.com
"08568 Brian Centers Suite 265
Tiffanyside, AL 51855"		ricardojennings	1193			indian		Jonathan Anderson	(Decimal('33.981686'), Decimal('91.557788'))	dwilliams@gmail.com
群馬県長生郡長生村花島21丁目23番11号 隼町クレスト126		satoyoko	832	佐賀県印西市蔵前2丁目21番20号 パーク上吉羽745			公認会計士	井上 春香	(Decimal('65.691460'), Decimal('117.216398'))	kanaabe@gmail.com
		nunesmaria-luiza	27	"Avenida de Aragão
Ribeiro De Abreu
54822-060 da Rocha / RO"	1986-10-20		Ilustrador	Leonardo Correia	(Decimal('35.5780215'), Decimal('-128.202923'))	azevedotheo@ig.com.br
		brunhildelachmann	1081					Dipl.-Ing. Francesca Ritter B.Sc.		aynurschaefer@gmail.com
	F	bgremese	1798	"Viale Marini, 8
91015, Sperone Di Custonaci (TP)"				Monica Zanzi	(Decimal('46.100927'), Decimal('-5.499776'))	mlanfranchi@gmail.com
		staudeilonka	1646	"Pohlweg 6/1
44290 Kitzingen"				Svetlana Hecker-Winkler	(Decimal('-54.037491'), Decimal('84.268046'))	wencke57@gmx.de
愛知県山武市吾妻橋38丁目20番10号		suzukisotaro	1633	京都府川崎市多摩区下吉羽37丁目25番13号 猿楽町シャルム432	2022-07-29			小林 幹	(Decimal('28.0864965'), Decimal('-160.235816'))	bsuzuki@gmail.com
"Lednická 560
283 73 Štíty"	M	soukupjaroslav	387	"Pelclova 328
254 16 Hostomice"			Editorial assistant	Dalibor Vaněk	(Decimal('65.0872955'), Decimal('74.788146'))	evaruzickova@volny.cz
		christophercarr	1996	"667 Monica Tunnel Apt. 874
North Timothymouth, ID 22833"				Stacy Welch	(Decimal('39.083527'), Decimal('-3.922419'))	christopher32@hotmail.com
		elisaklotz	160	"Irmhild-Stoll-Platz 175
01396 Kulmbach"	1949-03-13			Dieter Gute MBA.	(Decimal('-83.747685'), Decimal('-0.769608'))	adrianematthaei@googlemail.com
"PSC 6776, Box 8536
APO AA 37943"		vdavidson	631	"PSC 2084, Box 6919
APO AA 48936"	1978-03-03		Product designer	Adam Woods	(Decimal('68.2912425'), Decimal('-92.002420'))	sharon10@hotmail.com
	M	mfaggiani	352	"Stretto Teresa, 46
09076, Sedilo (OR)"	1981-01-08		Engineer, electrical	Giosuè Mannoia-Novaro		federigobonanno@poste.it
"Unit 3089 Box 5058
DPO AE 08994"		samantha41	1798	"8385 Garner Greens Suite 807
Harrisfurt, RI 30516"			Loss adjuster, chartered	Larry Cook	(Decimal('0.790593'), Decimal('-172.901970'))	sophiasweeney@hotmail.com
"Sami-Dippel-Straße 86
49017 Pinneberg"		karolastiebitz	1350	"Zobelstr. 1/8
65867 Berchtesgaden"				Insa Lübs MBA.	(Decimal('-74.6600495'), Decimal('36.516763'))	fcichorius@gmx.de
	M	adamsduane	475	"2957 Smith Rest
Samanthastad, PA 80741"				Eric Jennings MD	(Decimal('-45.7899965'), Decimal('177.459707'))	jonestimothy@gmail.com
"Morro Nascimento, 5
São José
81890-836 Barbosa Verde / RO"		rodriguesmaria-sophia	368	"Aeroporto Luana Barros, 36
Santa Helena
60683556 Freitas de Azevedo / AL"	2013-10-19		Promotor de eventos	Arthur Peixoto	(Decimal('84.449875'), Decimal('-150.719865'))	hmendes@uol.com.br
		fcorreia	2505				Guincheiro	Pedro Lucas Moura	(Decimal('80.2975915'), Decimal('-14.743276'))	francisco68@hotmail.com
		ana-vitoriamoreira	1968	"Praia Marcelo Moraes, 4
Ápia
98071760 Ramos / BA"	1951-04-19			Maitê Moura	(Decimal('-51.0252925'), Decimal('-111.811347'))	kaiquebarros@hotmail.com
山梨県横浜市都筑区西神田21丁目7番5号 シャルム上野桜木992		juntakahashi	780	東京都横浜市港南区中宮祠36丁目16番2号 コーポ氏家441				伊藤 春香	(Decimal('9.743634'), Decimal('-38.609055'))	yamamotomituru@yahoo.com
北海道杉並区土沢42丁目10番8号 パーク芝公園653	M	xnakagawa	1327	岐阜県武蔵野市南郷屋40丁目20番10号	1990-08-03			佐藤 太郎	(Decimal('44.197962'), Decimal('7.700617'))	akemi28@gmail.com
		tsubasa52	1614	富山県横浜市西区土呂部37丁目8番14号	1980-12-18	black		遠藤 裕美子	(Decimal('-37.328459'), Decimal('-121.562662'))	ymaeda@yahoo.com
	M	itoyumiko	827	神奈川県横浜市青葉区隼町18丁目19番12号 パレス台場821			エンジニア演奏家	藤原 晃		qyamamoto@hotmail.com
		felipe62	1548	"Vereda de da Rocha, 50
Dom Bosco
28250470 da Rocha do Galho / DF"				Dra. Laura Vieira	(Decimal('-20.3125035'), Decimal('-25.627740'))	isis32@bol.com.br
"1961 Jon Mission Suite 768
Lake Brandi, IN 55953"		ofrank	1968	"18605 Nelson Curve
East Erictown, MA 98192"	1976-08-25		Administrator, local government	Keith Charles	(Decimal('-65.563641'), Decimal('-178.208964'))	michelle69@hotmail.com
		walter37	1439	"Oestrovskystraße 21
74413 Starnberg"			Binnenschiffer	Lydia Stroh		marie-thereseschinke@yahoo.de
		kratochvilbedrich	1029	"Nad Zátiším 68
137 38 Třebenice"	1955-04-21		Homeopath	Renata Novotná	(Decimal('21.0841775'), Decimal('117.755286'))	prochazkamarcel@post.cz
		dpokorny	2116	"Za Lázeňkou 166
290 08 Nasavrky"	1971-03-09	unspecified		Blažena Urbanová	(Decimal('53.419785'), Decimal('179.970740'))	cbenes@seznam.cz
福島県印西市鳥越38丁目26番16号	F	suzukitakuma	2380		1955-04-30			井上 千代	(Decimal('-66.3339325'), Decimal('110.257821'))	rika15@yahoo.com
"Hövelallee 21
04731 Chemnitz"		kaspar58	1975	"Larissa-Weihmann-Straße 1/9
98682 Wunsiedel"		white	Binnenschiffer	Trude Scheuermann	(Decimal('29.318044'), Decimal('-76.013538'))	pgeisler@googlemail.com
	F	gustavo57	49	"Núcleo Ana Carolina Vieira, 150
São Lucas
24367420 Martins do Oeste / SE"	2020-09-30			Raquel Lopes	(Decimal('65.342736'), Decimal('80.855873'))	da-matacalebe@ig.com.br
	M	yoko69	383	京都府白井市隼町22丁目13番11号	1929-02-01			井上 直樹	(Decimal('-28.103309'), Decimal('-84.819089'))	asukasato@gmail.com
		agreene	53				Lecturer, higher education	Kristen White	(Decimal('-52.927524'), Decimal('159.832228'))	pshah@gmail.com
"Via das Neves, 161
Vila Oeste
18971959 Almeida / CE"	F	fogacaclarice	218		1993-12-09			Maria Araújo	(Decimal('15.712606'), Decimal('54.825211'))	xalves@hotmail.com
	F	malazuzana	2283	"Rýmařovská 17
529 96 Františkovy Lázně"			Engineer, electrical	Vladimíra Pospíšilová	(Decimal('9.972985'), Decimal('177.752704'))	gnemcova@email.cz
"Okrová 12
579 25 Hronov"	F	dominiksoukup	2176	"Poslední 535
243 35 Pilníkov"	1919-10-13			Tereza Vaňková	(Decimal('47.6913015'), Decimal('-133.388459'))	cnovotna@centrum.cz
"Pod Výšinkou 39
173 94 Kožlany"		dvorakantonin	1140	"K Háječku 79
358 07 Kryry"	1996-06-28			Vít Fiala	(Decimal('-40.202198'), Decimal('-98.601819'))	ikadlec@chello.cz
	F	miguelwright	609	"5461 Harvey Streets Apt. 482
Josephmouth, CT 73321"	2004-09-09			Jenny Phillips	(Decimal('-52.205079'), Decimal('107.524076'))	karlbauer@gmail.com
三重県川崎市多摩区東浅草6丁目21番10号 戸山コーポ639	F	momoko65	586	福岡県横浜市泉区麹町35丁目15番15号 コーポ神明内230	2002-02-24		配管工	小林 知実	(Decimal('-7.191037'), Decimal('-22.314154'))	pendo@gmail.com
		hhashimoto	2377	沖縄県横浜市緑区芝公園24丁目23番15号 コーポ山中新田445	1953-06-17	indian		小林 直樹	(Decimal('-31.220890'), Decimal('65.138615'))	kimurachiyo@yahoo.com
"Fazenda Samuel Nunes, 849
Salgado Filho
45096-150 Araújo / MA"	M	cardosomaysa	346	"Área de Rezende, 800
Bandeirantes
77010392 Azevedo / RJ"		asian	Mensageiro	Theo Vieira	(Decimal('-59.930055'), Decimal('-24.562036'))	alvesmarina@yahoo.com.br
"José-Speer-Straße 7/3
26823 Amberg"		scholtzwalfried	788	"Bernt-Schüler-Allee 43
87872 Cuxhaven"	1958-03-05	black		Canan Hermann-Graf	(Decimal('89.135767'), Decimal('95.509708'))	lgnatz@web.de
	F	yblaha	2173	"Hůlkova 1
176 10 Hrob"		white		Alice Krejčová	(Decimal('-12.2586495'), Decimal('-114.377803'))	moraveckamil@volny.cz
"Austermühleweg 0
08880 Witzenhausen"		nikolaj85	2057	"Franka-Kramer-Ring 87
76008 Vohenstrauß"	2004-07-27		Altenpfleger	Herr Gabor Seifert B.A.	(Decimal('1.261117'), Decimal('-16.038085'))	corinataesche@aol.de
		natalia71	331		1952-02-15	unspecified		Sr. Vitor Farias	(Decimal('-48.273885'), Decimal('-153.146030'))	lteixeira@uol.com.br
	M	asuka48	1150	富山県山武郡九十九里町四番町13丁目13番6号	1911-03-06			近藤 修平	(Decimal('48.885682'), Decimal('158.544171'))	taichi24@hotmail.com
"Vizovická 73
695 51 Plzeň"	M	xkopecky	205	"Na Břevnovské Pláni 28
292 80 Choceň"		white	Building services engineer	Rudolf Hájek		kraljaroslav@centrum.cz
